market_id,question,category,creation_date,resolution_date,search_query
535642,Will the 10-year Treasury yield hit 5.2% in 2025?,finance,2025-04-09T06:21:19,2025-12-31T23:13:49,year Treasury yield
535640,Will the 10-year Treasury yield hit 4.8% in 2025?,finance,2025-04-09T06:21:19,2025-12-31T23:12:45,year Treasury yield
564614,Andy Byron out as Astronomer CEO by next Friday?,finance,2025-07-17T16:01:17,2025-07-23T02:37:59,Andy Byron out Astronomer
1032336,Will Silver (SI) hit (HIGH) $120 by end of June?,finance,2025-12-26T23:27:39,2026-07-01T07:10:40,Silver HIGH end June
1032334,Will Silver (SI) hit (HIGH) $200 by end of June?,finance,2025-12-26T23:27:39,2026-07-01T07:10:58,Silver HIGH end June
1032335,Will Silver (SI) hit (HIGH) $150 by end of June?,finance,2025-12-26T23:27:39,2026-07-01T07:10:55,Silver HIGH end June
254469,zkSync airdrop by June 30?,finance,2024-02-14T21:15:12,2024-06-17T09:31:18,zkSync airdrop June
254485,LayerZero airdrop by June 30?,finance,2024-02-14T23:30:18,2024-06-20T21:08:21,LayerZero airdrop June
254564,Taiko airdrop by June 30?,finance,2024-02-21T16:20:17,2024-06-05T22:25:05,Taiko airdrop June
516937,US national Bitcoin reserve in 2025?,finance,2024-12-31T16:52:52,2026-01-01T08:31:59,national Bitcoin reserve
1340808,"Will SOLV Energy, Inc.'s market cap be greater than $5.4B at market close on IPO day?",finance,2026-02-05T17:43:37,2026-02-16T08:53:21,SOLV Energy Inc.'s market
1340803,"Will SOLV Energy, Inc.'s market cap be less than $3.8B at market close on IPO day?",finance,2026-02-05T17:43:33,2026-02-16T08:52:55,SOLV Energy Inc.'s market
1340806,"Will SOLV Energy, Inc.'s market cap be between $4.6B and $5.0B at market close on IPO day?",finance,2026-02-05T17:43:35,2026-02-12T01:39:25,SOLV Energy Inc.'s market
1720968,"Will SpaceX IPO by May 31, 2026?",finance,2026-03-25T21:38:05,2026-06-01T12:12:42,SpaceX IPO May
1250582,"Will SpaceX IPO by June 30, 2026?",finance,2026-01-23T18:08:22,2026-06-12T17:56:34,SpaceX IPO June
1720969,"Will SpaceX IPO by June 15, 2026?",finance,2026-03-25T21:38:41,2026-06-12T17:56:34,SpaceX IPO June
1032232,"Will Gold (GC) hit (HIGH) $5,500 by end of January?",finance,2025-12-26T23:26:26,2026-02-01T00:02:22,Gold HIGH end January
1032231,"Will Gold (GC) hit (HIGH) $6,000 by end of January?",finance,2025-12-26T23:26:25,2026-01-31T14:17:00,Gold HIGH end January
1032233,"Will Gold (GC) hit (HIGH) $5,000 by end of January?",finance,2025-12-26T23:26:26,2026-01-27T08:45:21,Gold HIGH end January
964990,Will Alphabet be the second-largest company in the world by market cap on January 31?,finance,2025-12-18T18:19:30,2026-01-31T14:22:40,Alphabet second-largest company world
964989,Will Apple be the second-largest company in the world by market cap on January 31?,finance,2025-12-18T18:19:29,2026-01-31T14:29:32,Apple second-largest company world
964991,Will Tesla be the second-largest company in the world by market cap on January 31?,finance,2025-12-18T18:19:31,2026-01-31T12:57:54,Tesla second-largest company world
1059380,Will the Logan Paul 1st Edition Charizard sale price be over 500k?,finance,2025-12-29T18:46:59,2026-02-16T07:30:57,Logan Paul Edition Charizard
1059381,Will the Logan Paul 1st Edition Charizard sale price be over 700k?,finance,2025-12-29T18:46:59,2026-02-16T07:28:53,Logan Paul Edition Charizard
1059382,Will the Logan Paul 1st Edition Charizard sale price be over 1m?,finance,2025-12-29T18:47:00,2026-02-16T07:26:31,Logan Paul Edition Charizard
1483744,"Will Gold (GC) hit (LOW) $3,000 by end of March?",finance,2026-03-02T16:06:25,2026-04-01T07:16:27,Gold LOW end March
1483739,"Will Gold (GC) hit (LOW) $4,700 by end of March?",finance,2026-03-02T16:06:21,2026-03-20T07:53:43,Gold LOW end March
1483726,"Will Gold (GC) hit (HIGH) $7,000 by end of March?",finance,2026-03-02T16:06:14,2026-04-01T07:15:33,Gold HIGH end March
519244,Will Oracle buy TikTok?,finance,2025-01-20T20:13:25,2025-07-01T07:29:13,Oracle buy TikTok
519243,Will Microsoft buy TikTok?,finance,2025-01-20T20:11:47,2025-07-01T07:19:13,Microsoft buy TikTok
519626,Will Larry Ellison buy TikTok before July?,finance,2025-01-22T18:26:48,2025-07-01T07:59:05,Larry Ellison buy TikTok
2298911,Will SpaceX's valuation hit (HIGH) $3.0T by June 30?,finance,2026-05-19T03:41:00,2026-06-30T22:03:05,SpaceX's valuation HIGH June
2298915,Will SpaceX's valuation hit (HIGH) $2.5T by June 30?,finance,2026-05-19T03:41:01,2026-06-16T04:21:57,SpaceX's valuation HIGH June
2298908,Will SpaceX's valuation hit (HIGH) $3.5T by June 30?,finance,2026-05-19T03:41:00,2026-06-30T22:03:05,SpaceX's valuation HIGH June
1004799,Will Tesla be the second-largest company in the world by market cap on March 31?,finance,2025-12-23T16:36:46,2026-03-31T23:13:27,Tesla second-largest company world
1004797,Will Apple be the second-largest company in the world by market cap on March 31?,finance,2025-12-23T16:36:45,2026-03-31T23:13:17,Apple second-largest company world
1004798,Will Alphabet be the second-largest company in the world by market cap on March 31?,finance,2025-12-23T16:36:46,2026-03-31T23:12:21,Alphabet second-largest company world
1342853,"Will Robinhood say ""Summit"" during earnings call?",finance,2026-02-05T20:47:23,2026-02-11T01:21:11,Robinhood say Summit during
1342851,"Will Robinhood say ""Silver"" during earnings call?",finance,2026-02-05T20:47:22,2026-02-11T01:35:35,Robinhood say Silver during
1342848,"Will Robinhood say ""Billion"" 10+ times during earnings call?",finance,2026-02-05T20:47:20,2026-02-11T01:29:27,Robinhood say Billion times
501305,Fed decreases interest rates by 25 bps after June 2024 meeting?,finance,2024-05-01T14:43:49,2024-06-12T21:22:25,Fed decreases interest rates
501307,Fed increases interest rates by 25+ bps after June 2024 meeting?,finance,2024-05-01T14:47:54,2024-06-12T21:17:10,Fed increases interest rates
501304,Fed decreases interest rates by 50+ bps after June 2024 meeting?,finance,2024-05-01T14:42:46,2024-06-12T21:17:06,Fed decreases interest rates
1032230,"Will Gold (GC) settle at >$5,100 in January?",finance,2025-12-26T23:26:22,2026-01-31T10:20:06,Gold settle January
1032227,"Will Gold (GC) settle at $4,725-$4,850 in January?",finance,2025-12-26T23:26:21,2026-01-31T10:10:10,Gold settle January
1032226,"Will Gold (GC) settle at $4,600-$4,725 in January?",finance,2025-12-26T23:26:21,2026-01-31T10:12:08,Gold settle January
561607,Will Grok be the next CEO of X?,finance,2025-07-09T16:04:53,2026-01-01T12:19:05,Grok next CEO
561602,Will Nikita Bier be the next CEO of X?,finance,2025-07-09T16:04:50,2026-01-01T12:18:05,Nikita Bier next CEO
561603,Will Elon Musk be the next CEO of X?,finance,2025-07-09T16:04:51,2026-01-01T12:19:59,Elon Musk next CEO
627795,Will DraftKings launch a prediction market in 2025? ,finance,2025-10-08T20:27:44,2025-12-19T15:20:04,DraftKings launch prediction market
254233,FTX doesn't start payouts in 2024?,finance,2024-01-31T16:36:18,2025-01-01T09:38:40,FTX doesn't start payouts
254232,Will FTX payouts start in Q4 2024?,finance,2024-01-31T16:36:18,2025-01-01T08:28:14,FTX payouts start
254231,Will FTX payouts start in Q3 2024?,finance,2024-01-31T16:36:18,2024-10-01T08:59:40,FTX payouts start
254765,Solana all time high in Q4?,finance,2024-02-26T22:01:19,2024-11-22T07:40:49,Solana all time high
254764,No Solana all time high in 2024?,finance,2024-02-26T22:01:19,2024-11-22T07:35:41,Solana all time high
507892,Will the Sacramento Kings win the 2025 NBA Finals?,sports,2024-09-24T15:33:30,2025-04-17T08:51:19,Sacramento Kings NBA Finals
507894,Will the Toronto Raptors win the 2025 NBA Finals?,sports,2024-09-24T15:34:33,2025-04-02T06:13:03,Toronto Raptors NBA Finals
507896,Will the Washington Wizards win the 2025 NBA Finals?,sports,2024-09-24T15:35:19,2025-03-22T04:46:37,Washington Wizards NBA Finals
503301,Will the Panthers win Super Bowl 2025?,sports,2024-07-09T14:59:57,2024-12-16T00:49:34,Panthers Super Bowl
503314,Will the Raiders win Super Bowl 2025?,sports,2024-07-09T15:28:42,2024-11-30T02:39:51,Raiders Super Bowl
503327,Will the Titans win Super Bowl 2025?,sports,2024-07-09T16:00:51,2024-12-08T23:57:34,Titans Super Bowl
507286,Will Aston Villa win the UEFA Champions League?,sports,2024-09-17T17:21:16,2025-04-16T00:18:15,Aston Villa UEFA Champions
507300,Will Inter Milan win the UEFA Champions League?,sports,2024-09-17T17:27:16,2025-06-01T00:05:52,Inter Milan UEFA Champions
507310,Will Red Star Belgrade win the UEFA Champions League?,sports,2024-09-17T17:35:44,2025-01-22T02:15:44,Red Star Belgrade UEFA
506742,Nottingham Forest wins the Premier League?,sports,2024-09-09T19:33:14,2025-04-13T18:53:29,Nottingham Forest Premier League
506743,Southampton wins the Premier League?,sports,2024-09-09T19:33:35,2025-01-25T20:46:29,Southampton Premier League
506740,Manchester United wins the Premier League?,sports,2024-09-09T19:32:26,2025-02-27T03:17:42,Manchester United Premier League
540236,Will the Tennessee Titans win Super Bowl 2026?,sports,2025-04-30T10:43:18,2025-12-01T01:03:10,Tennessee Titans Super Bowl
540225,Will the Miami Dolphins win Super Bowl 2026?,sports,2025-04-30T10:43:15,2025-12-16T07:33:47,Miami Dolphins Super Bowl
540210,Will the Carolina Panthers win Super Bowl 2026?,sports,2025-04-30T10:43:10,2026-01-11T04:18:46,Carolina Panthers Super Bowl
553866,Will the San Antonio Spurs win the 2026 NBA Finals?,sports,2025-06-19T18:23:33,2026-06-14T06:36:06,San Antonio Spurs NBA
553882,Will the Charlotte Hornets win the 2026 NBA Finals?,sports,2025-06-19T18:23:40,2026-04-18T06:17:40,Charlotte Hornets NBA Finals
553858,Will the New York Knicks win the 2026 NBA Finals?,sports,2025-06-19T18:23:28,2026-06-14T06:38:22,New York Knicks NBA
566189,Will Chelsea win the 2025–26 English Premier League?,sports,2025-07-21T21:13:00,2026-03-21T23:28:27,Chelsea English Premier League
566203,Will Leeds win the 2025–26 English Premier League?,sports,2025-07-21T21:13:08,2026-03-01T21:45:09,Leeds English Premier League
566192,Will Tottenham win the 2025–26 English Premier League?,sports,2025-07-21T21:13:02,2026-03-01T21:54:55,Tottenham English Premier League
508802,Will the Charlotte Hornets win the Eastern Conference?,sports,2024-10-03T21:57:59,2025-03-24T04:10:57,Charlotte Hornets Eastern Conference
508805,Will the Detroit Pistons win the Eastern Conference?,sports,2024-10-03T21:59:54,2025-05-02T07:11:40,Detroit Pistons Eastern Conference
508806,Will the Indiana Pacers win the Eastern Conference?,sports,2024-10-03T22:00:13,2025-06-01T07:40:27,Indiana Pacers Eastern Conference
566174,Will Slavia Pragu win the 2025–26 Champions League?,sports,2025-07-21T20:58:59,2026-01-22T01:24:24,Slavia Pragu Champions League
566146,Will Atletico Madrid win the 2025–26 Champions League?,sports,2025-07-21T20:58:44,2026-05-06T00:39:54,Atletico Madrid Champions League
566140,Will Arsenal win the 2025–26 Champions League?,sports,2025-07-21T20:58:40,2026-05-30T22:09:34,Arsenal Champions League
507401,Will Real Betis win La Liga?,sports,2024-09-18T02:39:50,2025-04-13T23:22:17,Real Betis Liga
507413,Will another team win La Liga?,sports,2024-09-18T16:15:52,2025-05-16T02:53:33,another team Liga
507403,Will RC Celta de Vigo win La Liga?,sports,2024-09-18T02:40:37,2025-04-12T22:31:05,Celta Vigo Liga
509105,Will the Philadelphia Flyers win the 2025 Stanley Cup?,sports,2024-10-07T19:22:00,2025-04-06T05:39:32,Philadelphia Flyers Stanley Cup
509107,Will the San Jose Sharks win the 2025 Stanley Cup?,sports,2024-10-07T19:22:38,2025-03-18T06:14:33,San Jose Sharks Stanley
509091,Will the Chicago Blackhawks win the 2025 Stanley Cup?,sports,2024-10-07T19:04:20,2025-03-21T06:57:39,Chicago Blackhawks Stanley Cup
506105,Will Dak Prescott win NFL MVP for the 2024-25 season?,sports,2024-08-29T19:53:13,2025-01-24T03:10:06,Dak Prescott NFL MVP
506116,Will Kyler Murray win NFL MVP for the 2024-25 season?,sports,2024-08-29T20:06:57,2025-01-24T03:10:16,Kyler Murray NFL MVP
506109,Will Matthew Stafford win NFL MVP for the 2024-25 season?,sports,2024-08-29T19:54:39,2025-01-24T03:05:14,Matthew Stafford NFL MVP
525362,Will George Russell be the 2025 Drivers Champion?,sports,2025-02-26T18:26:28,2025-11-10T06:35:19,George Russell Drivers Champion
525361,Will Lewis Hamilton be the 2025 Drivers Champion?,sports,2025-02-26T18:26:27,2025-09-21T19:46:02,Lewis Hamilton Drivers Champion
525360,Will Charles Leclerc be the 2025 Drivers Champion?,sports,2025-02-26T18:26:27,2025-10-20T03:22:13,Charles Leclerc Drivers Champion
568634,Will Xander Schauffele win the 2026 Masters tournament?,sports,2025-07-27T22:37:26,2026-04-13T01:07:17,Xander Schauffele Masters tournament
568647,Will Shane Lowry win the 2026 Masters tournament?,sports,2025-07-27T22:37:32,2026-04-13T02:03:41,Shane Lowry Masters tournament
568630,Will Rory McIlroy win the 2026 Masters tournament?,sports,2025-07-27T22:37:24,2026-04-13T02:15:27,Rory McIlroy Masters tournament
505430,Will Louisville win the 2025 College Football Playoff?,sports,2024-08-20T15:05:57,2024-12-08T21:49:27,Louisville College Football Playoff
505412,Will Florida State win the 2025 College Football Playoff?,sports,2024-08-20T01:28:47,2024-12-08T21:44:13,Florida State College Football
505429,Will NC State win the 2025 College Football Playoff?,sports,2024-08-20T15:05:33,2024-12-08T21:49:15,State College Football Playoff
566229,Will Atletico Madrid win the 2025–26 La Liga?,sports,2025-07-21T21:26:39,2026-04-12T01:00:13,Atletico Madrid Liga
566230,Will Villarreal win the 2025–26 La Liga?,sports,2025-07-21T21:26:39,2026-04-24T01:42:36,Villarreal Liga
566242,Will Mallorca win the 2025–26 La Liga?,sports,2025-07-21T21:26:45,2026-02-28T21:29:27,Mallorca Liga
564163,Will Luka Doncic win the 2025–2026 NBA MVP?,sports,2025-07-16T16:03:21,2026-04-20T03:01:26,Luka Doncic NBA MVP
564180,Will Devin Booker win the 2025–2026 NBA MVP?,sports,2025-07-16T16:03:29,2026-04-20T04:39:52,Devin Booker NBA MVP
564178,Will LeBron James win the 2025–2026 NBA MVP?,sports,2025-07-16T16:03:29,2026-04-20T04:23:18,LeBron James NBA MVP
525410,Will the Los Angeles Dodgers win the 2025 World Series?,sports,2025-02-26T18:37:27,2025-11-02T07:46:27,Los Angeles Dodgers World
525386,Will the Toronto Blue Jays win the 2025 World Series?,sports,2025-02-26T18:37:19,2025-11-02T07:55:39,Toronto Blue Jays World
525414,Will the Colorado Rockies win the 2025 World Series?,sports,2025-02-26T18:37:28,2025-08-24T22:23:47,Colorado Rockies World Series
553828,Will the Colorado Avalanche win the 2026 NHL Stanley Cup?,sports,2025-06-19T18:02:53,2026-05-27T06:55:09,Colorado Avalanche NHL Stanley
553838,Will the Minnesota Wild win the 2026 NHL Stanley Cup?,sports,2025-06-19T18:02:57,2026-05-14T06:33:57,Minnesota Wild NHL Stanley
553831,Will the Los Angeles Kings win the 2026 NHL Stanley Cup?,sports,2025-06-19T18:02:54,2026-04-27T02:37:52,Los Angeles Kings NHL
506021,Will the Jets win the AFC Championship?,sports,2024-08-28T19:47:08,2024-12-09T00:57:10,Jets AFC Championship
506011,Will the Colts win the AFC Championship?,sports,2024-08-28T19:45:21,2024-12-30T00:28:36,Colts AFC Championship
506013,Will the Jaguars win the AFC Championship?,sports,2024-08-28T19:45:46,2024-12-03T08:10:16,Jaguars AFC Championship
518609,Will the San Jose Sharks win the 2025 President’s Trophy?,sports,2025-01-14T23:49:16,2025-02-25T11:18:49,San Jose Sharks President
518601,Will the Calgary Flames win the 2025 President’s Trophy?,sports,2025-01-14T23:41:09,2025-03-26T07:57:37,Calgary Flames President Trophy
518549,Will the Edmonton Oilers win the 2025 President’s Trophy?,sports,2025-01-14T20:23:13,2025-04-04T08:28:13,Edmonton Oilers President Trophy
691854,Will Jake Paul win his boxing match against Anthony Joshua?,sports,2025-11-19T17:14:03,2025-12-20T08:33:46,Jake Paul his boxing
691855,Will Anthony Joshua win his boxing match against Jake Paul?,sports,2025-11-19T17:14:04,2025-12-20T08:33:46,Anthony Joshua his boxing
691856,Will Jake Paul vs. Anthony Joshua have no official winner?,sports,2025-11-19T17:14:05,2025-12-20T08:34:44,Jake Paul vs. Anthony
2718907,Will Belgium win on 2026-07-01?,sports,2026-06-28T10:00:06,2026-07-01T23:07:56,Belgium
2718910,Will Senegal win on 2026-07-01?,sports,2026-06-28T10:00:08,2026-07-01T23:07:56,Senegal
2718908,Will Belgium vs. Senegal end in a draw?,sports,2026-06-28T10:00:07,2026-07-01T23:18:50,Belgium vs. Senegal end
2815607,Norway vs. England: Team to Advance,sports,2026-07-06T10:30:17,2026-07-12T00:03:04,Norway vs. England Team
2815577,Norway vs. England: O/U 2.5,sports,2026-07-06T10:30:12,2026-07-11T23:58:47,Norway vs. England
2815584,Norway vs. England: Both Teams to Score,sports,2026-07-06T10:30:13,2026-07-11T23:58:59,Norway vs. England Both
2805534,France vs. Morocco: O/U 2.5,sports,2026-07-05T11:40:07,2026-07-09T22:12:47,France vs. Morocco
2805541,France vs. Morocco: Team to Advance,sports,2026-07-05T11:40:09,2026-07-09T22:17:29,France vs. Morocco Team
2793969,Argentina vs. Egypt: Team to Advance,sports,2026-07-04T10:30:25,2026-07-07T18:18:44,Argentina vs. Egypt Team
2793939,Argentina vs. Egypt: O/U 2.5,sports,2026-07-04T10:30:20,2026-07-07T18:25:47,Argentina vs. Egypt
2793927,Spread: Argentina (-1.5),sports,2026-07-04T10:30:18,2026-07-07T18:22:49,Spread Argentina
2767034,Mexico vs. England: Team to Advance,sports,2026-07-02T10:30:27,2026-07-06T03:16:58,Mexico vs. England Team
2767003,Mexico vs. England: O/U 1.5,sports,2026-07-02T10:30:21,2026-07-06T03:17:58,Mexico vs. England
2767011,Mexico vs. England: Both Teams to Score,sports,2026-07-02T10:30:23,2026-07-06T03:17:40,Mexico vs. England Both
1269423,Seahawks vs. Patriots,sports,2026-01-26T03:19:04,2026-02-09T06:03:15,Seahawks vs. Patriots
1271400,Spread: Seahawks (-4.5),sports,2026-01-26T15:15:08,2026-02-09T05:59:11,Spread Seahawks
1269476,Spread: Seahawks (-5.5),sports,2026-01-26T03:22:20,2026-02-09T06:04:17,Spread Seahawks
2316216,Will Paris Saint-Germain FC win on 2026-05-30?,sports,2026-05-20T23:24:54,2026-05-30T23:36:05,Paris Saint-Germain
2316218,Will Arsenal FC win on 2026-05-30?,sports,2026-05-20T23:24:55,2026-05-30T19:12:26,Arsenal
2316217,Will Paris Saint-Germain FC vs. Arsenal FC end in a draw?,sports,2026-05-20T23:24:54,2026-05-30T19:12:16,Paris Saint-Germain vs. Arsenal
508825,Will the Portland Trail Blazers win the Western Conference?,sports,2024-10-03T22:19:43,2025-04-07T04:30:57,Portland Trail Blazers Western
508829,Will the Utah Jazz win the Western Conference?,sports,2024-10-04T02:00:19,2025-03-11T06:37:29,Utah Jazz Western Conference
508819,Will the Los Angeles Lakers win the Western Conference?,sports,2024-10-03T22:17:17,2025-05-01T10:38:07,Los Angeles Lakers Western
506037,Will the 49ers win the NFC Championship?,sports,2024-08-28T19:54:00,2024-12-23T01:00:18,ers NFC Championship
506027,Will the Panthers win the NFC Championship?,sports,2024-08-28T19:51:27,2024-12-16T00:49:26,Panthers NFC Championship
506034,Will the Saints win the NFC Championship?,sports,2024-08-28T19:53:18,2024-12-23T01:00:24,Saints NFC Championship
509536,Will Paul George lead the NBA in Scoring?,sports,2024-10-10T19:34:12,2025-04-14T04:18:28,Paul George lead NBA
509354,Will Zach LaVine lead the NBA in scoring?,sports,2024-10-09T17:19:45,2025-04-14T04:34:02,Zach LaVine lead NBA
509332,Will Anthony Edwards lead the NBA in scoring?,sports,2024-10-09T17:07:09,2025-04-14T04:24:12,Anthony Edwards lead NBA
2740921,Will Morocco win on 2026-07-04?,sports,2026-06-30T10:00:02,2026-07-04T19:19:14,Morocco
2740917,Will Canada win on 2026-07-04?,sports,2026-06-30T10:00:02,2026-07-04T19:17:25,Canada
2740919,Will Canada vs. Morocco end in a draw?,sports,2026-06-30T10:00:02,2026-07-04T19:17:25,Canada vs. Morocco end
2754873,Spread: France (-1.5),sports,2026-07-01T10:30:18,2026-07-04T23:16:25,Spread France
2754914,Paraguay vs. France: Team to Advance,sports,2026-07-01T10:30:25,2026-07-04T23:20:40,Paraguay vs. France Team
2754884,Paraguay vs. France: O/U 2.5,sports,2026-07-01T10:30:20,2026-07-04T23:16:13,Paraguay vs. France
2707658,Will Argentina win on 2026-07-03?,sports,2026-06-27T10:00:12,2026-07-04T00:59:22,Argentina
2707660,Will Cabo Verde win on 2026-07-03?,sports,2026-06-27T10:00:12,2026-07-04T00:59:22,Cabo Verde
2707659,Will Argentina vs. Cabo Verde end in a draw?,sports,2026-06-27T10:00:12,2026-07-04T01:02:58,Argentina vs. Cabo Verde
2815444,Will England win on 2026-07-11?,sports,2026-07-06T10:00:06,2026-07-12T00:00:37,England
2815441,Will Norway win on 2026-07-11?,sports,2026-07-06T10:00:06,2026-07-12T00:00:29,Norway
2815442,Will Norway vs. England end in a draw?,sports,2026-07-06T10:00:06,2026-07-12T00:05:41,Norway vs. England end
1897356,Will United States win on 2026-06-25?,sports,2026-04-06T22:21:23,2026-06-26T04:18:55,United States
1897354,Will Türkiye win on 2026-06-25?,sports,2026-04-06T22:21:23,2026-06-26T04:22:38,rkiye
1897355,Will Türkiye vs. United States end in a draw?,sports,2026-04-06T22:21:23,2026-06-26T04:18:55,rkiye vs. United States
509413,Will Giannis Antetokounmpo lead the NBA in Assists?,sports,2024-10-09T18:35:46,2025-04-14T04:40:08,Giannis Antetokounmpo lead NBA
509402,Will Dejounte Murray lead the NBA in Assists?,sports,2024-10-09T18:31:58,2025-04-14T04:45:10,Dejounte Murray lead NBA
509406,Will Damian Lillard lead the NBA in Assists?,sports,2024-10-09T18:33:47,2025-04-14T04:39:58,Damian Lillard lead NBA
2680257,Will Canada win on 2026-06-28?,sports,2026-06-25T10:00:03,2026-06-28T21:26:13,Canada
2680256,Will South Africa vs. Canada end in a draw?,sports,2026-06-25T10:00:03,2026-06-28T21:22:50,South Africa vs. Canada
2680253,Will South Africa win on 2026-06-28?,sports,2026-06-25T10:00:03,2026-06-28T21:20:20,South Africa
2793757,Will Colombia win on 2026-07-07?,sports,2026-07-04T10:00:06,2026-07-07T23:07:43,Colombia
2793753,Will Switzerland win on 2026-07-07?,sports,2026-07-04T10:00:06,2026-07-07T23:07:43,Switzerland
2793754,Will Switzerland vs. Colombia end in a draw?,sports,2026-07-04T10:00:06,2026-07-07T23:11:41,Switzerland vs. Colombia end
2754869,Brazil vs. Norway: Team to Advance,sports,2026-07-01T10:30:16,2026-07-05T22:22:43,Brazil vs. Norway Team
2754839,Brazil vs. Norway: O/U 2.5,sports,2026-07-01T10:30:10,2026-07-05T22:19:28,Brazil vs. Norway
2754846,Brazil vs. Norway: Both Teams to Score,sports,2026-07-01T10:30:11,2026-07-05T22:15:50,Brazil vs. Norway Both
1897147,Will Germany win on 2026-06-20?,sports,2026-04-06T22:20:13,2026-06-20T22:26:04,Germany
1897149,Will Côte d'Ivoire win on 2026-06-20?,sports,2026-04-06T22:20:13,2026-06-20T22:17:17,d'Ivoire
1897148,Will Germany vs. Côte d'Ivoire end in a draw?,sports,2026-04-06T22:20:13,2026-06-20T22:14:50,Germany vs. d'Ivoire end
1087516,Will Joao Fonseca win the 2026 Men's French Open?,sports,2026-01-02T15:49:06,2026-06-03T01:02:52,Joao Fonseca Men's French
1087519,Will Lorenzo Musetti win the 2026 Men's French Open?,sports,2026-01-02T15:49:08,2026-05-24T12:57:15,Lorenzo Musetti Men's French
1087514,Will Alexander Zverev win the 2026 Men's French Open?,sports,2026-01-02T15:49:05,2026-06-07T20:52:34,Alexander Zverev Men's French
2766989,United States vs. Belgium: Team to Advance,sports,2026-07-02T10:30:17,2026-07-07T02:12:05,United States vs. Belgium
2766957,United States vs. Belgium: O/U 2.5,sports,2026-07-02T10:30:11,2026-07-07T02:10:29,United States vs. Belgium
2766959,United States vs. Belgium: O/U 4.5,sports,2026-07-02T10:30:11,2026-07-07T02:10:29,United States vs. Belgium
2721765,Argentina vs. Cabo Verde: Team to Advance,sports,2026-06-28T16:06:29,2026-07-04T01:00:25,Argentina vs. Cabo Verde
2707858,Spread: Argentina (-1.5),sports,2026-06-27T10:30:08,2026-07-04T00:58:40,Spread Argentina
2707870,Argentina vs. Cabo Verde: O/U 2.5,sports,2026-06-27T10:30:10,2026-07-04T01:03:10,Argentina vs. Cabo Verde
2707623,Will Germany win on 2026-06-29?,sports,2026-06-27T10:00:01,2026-06-29T23:41:41,Germany
2707627,Will Paraguay win on 2026-06-29?,sports,2026-06-27T10:00:02,2026-06-29T23:41:41,Paraguay
2707625,Will Germany vs. Paraguay end in a draw?,sports,2026-06-27T10:00:01,2026-06-29T23:46:49,Germany vs. Paraguay end
2793738,Will Argentina win on 2026-07-07?,sports,2026-07-04T10:00:02,2026-07-07T18:28:59,Argentina
2793741,Will Egypt win on 2026-07-07?,sports,2026-07-04T10:00:03,2026-07-07T18:22:49,Egypt
2793739,Will Argentina vs. Egypt end in a draw?,sports,2026-07-04T10:00:02,2026-07-07T18:26:41,Argentina vs. Egypt end
660880,LoL: T1 vs KT Rolster (BO5),sports,2025-11-02T21:00:01,2025-11-09T14:55:17,LoL Rolster
660883,LoL: T1 vs KT Rolster - Game 3 Winner,sports,2025-11-02T21:00:01,2025-11-09T12:27:57,LoL Rolster Game Winner
660882,LoL: T1 vs KT Rolster - Game 2 Winner,sports,2025-11-02T21:00:01,2025-11-09T11:19:01,LoL Rolster Game Winner
506316,Will Lionel Messi win the Ballon d’Or?,sports,2024-09-03T19:02:32,2024-10-28T20:09:19,Lionel Messi Ballon
506322,Will Harry Kane win the Ballon d’Or?,sports,2024-09-03T19:03:53,2024-10-28T23:48:33,Harry Kane Ballon
506323,Will Phil Foden win the Ballon d’Or?,sports,2024-09-03T19:04:16,2024-10-28T22:02:10,Phil Foden Ballon
1897315,Will Germany win on 2026-06-25?,sports,2026-04-06T22:21:10,2026-06-25T22:13:55,Germany
1897311,Will Ecuador win on 2026-06-25?,sports,2026-04-06T22:21:09,2026-06-25T22:16:04,Ecuador
1897312,Will Ecuador vs. Germany end in a draw?,sports,2026-04-06T22:21:10,2026-06-25T22:12:34,Ecuador vs. Germany end
1897329,Will Japan win on 2026-06-25?,sports,2026-04-06T22:21:15,2026-06-26T01:10:41,Japan
1897331,Will Sweden win on 2026-06-25?,sports,2026-04-06T22:21:15,2026-06-26T01:10:41,Sweden
1897330,Will Japan vs. Sweden end in a draw?,sports,2026-04-06T22:21:15,2026-06-26T01:13:08,Japan vs. Sweden end
1897043,Will United States win on 2026-06-12?,sports,2026-04-06T22:18:55,2026-06-13T05:49:27,United States
1897045,Will Paraguay win on 2026-06-12?,sports,2026-04-06T22:18:55,2026-06-13T05:05:27,Paraguay
1897044,Will United States vs. Paraguay end in a draw?,sports,2026-04-06T22:18:55,2026-06-13T05:05:27,United States vs. Paraguay
2829164,Will Spain win on 2026-07-10?,sports,2026-07-07T10:00:04,2026-07-10T21:35:14,Spain
2829167,Will Belgium win on 2026-07-10?,sports,2026-07-07T10:00:05,2026-07-10T21:12:49,Belgium
2829166,Will Spain vs. Belgium end in a draw?,sports,2026-07-07T10:00:05,2026-07-10T21:11:29,Spain vs. Belgium end
2829413,Spain vs. Belgium: Team to Advance,sports,2026-07-07T10:30:15,2026-07-10T21:18:14,Spain vs. Belgium Team
2829383,Spain vs. Belgium: O/U 2.5,sports,2026-07-07T10:30:09,2026-07-10T21:11:29,Spain vs. Belgium
